id,username,created_at,lng,lat,text
1.51838E+18,ianrappe,Mon Apr 25 00:14:47 +0000 2022,-89.922029,35.1335205,@NBA2K @2KSupport Why does the MyLeague start now not work? It’s a blank playoff bracket and can’t go forward.
1.51838E+18,realFireblazes,Mon Apr 25 00:14:47 +0000 2022,-97.754724,30.3233455,@nathaliejacoby1 @AdamRintala You like boys.
1.51838E+18,jonathan_brown0,Mon Apr 25 00:14:48 +0000 2022,-84.433106,33.7671945,Founder: @jreal_beatz Co-Hosts: @dcjr__718 and @JaylenHTV Podcast: @HoopPlexPodcast
1.51838E+18,ar_rolodubz,Mon Apr 25 00:14:48 +0000 2022,-98.5406515,29.417501,@PuffffQueen TILL THIS DAY!
1.51838E+18,jessales3,Mon Apr 25 00:14:48 +0000 2022,-121.8921,36.6005,"Love you bunny, forever and always 💕 @ Monterey, California https://t.co/KbGbIGDayW"
1.51838E+18,mgmwaxdropsart,Mon Apr 25 00:14:48 +0000 2022,-83.1738665,32.6782075,@SvenTystnad Voted Charlie bc I figured Keith would run away with it.These results reflect my opinion as well. Wy… https://t.co/ZouceZH3Vv
1.51838E+18,CAESAR_TAURA,Mon Apr 25 00:14:48 +0000 2022,-118.4119065,34.0207895,THe Problem.’ To Black people/“ America’ — Black(s) mis•identify their Names.@Pharrell
1.51838E+18,RIZZYBEE3,Mon Apr 25 00:14:48 +0000 2022,-97.079654,32.931834,@nojumper https://t.co/ZadT3J7B4Ihttps://t.co/V1AQZwfN57 https://t.co/xatYEyWohkhttps://t.co/F3ioUMIn3B...DFW T… https://t.co/fUovkhcJgF
1.51838E+18,DanielTrumm,Mon Apr 25 00:14:49 +0000 2022,-122.0429745,38.233362,@TheKJA Agreed. Sage life advice
1.51838E+18,Masnunez_,Mon Apr 25 00:14:49 +0000 2022,-115.223125,36.232915,Great day at LS Fest West 2022 https://t.co/DCzrHTa6EW
1.51838E+18,fcbgreenday_230,Mon Apr 25 00:14:49 +0000 2022,-78.7084675,42.9108905,I like how we have two days of needing A/C on then two days later we need the heat on and winter jackets.
1.51838E+18,EricGoldlust,Mon Apr 25 00:14:49 +0000 2022,-121.967821,37.37099,"@shayisaway @hbairdherron @theheatherhogan I mean, I would do this fully aware of what I was doing, so I fail to se… https://t.co/FtRLdP6Sgr"
1.51838E+18,BigDracoLiv,Mon Apr 25 00:14:49 +0000 2022,-89.922029,35.1335205,@yourstruly_juls Your Dead Parents Are Very Ashamed Of You Rn Stink🥺🤣🤣🤣🤣.
1.51838E+18,kayewhitehead,Mon Apr 25 00:14:50 +0000 2022,-76.620482,39.284713,Your nephew is out of control 😂
1.51838E+18,WhiteSoxJoy,Mon Apr 25 00:14:50 +0000 2022,-87.9519485,41.837267,Successful shopping trip followed by a yummy dinner before the 2-1/2 hour drive home.Any volunteers to be my drive… https://t.co/Ungb2EW2wW
1.51838E+18,luke_chaney4,Mon Apr 25 00:14:50 +0000 2022,-80.271087,25.6994485,Shot creation may be an issue with this lineup.
1.51838E+18,peppypatty64,Mon Apr 25 00:14:50 +0000 2022,-79.9970185,32.938914,"@autyelmore Great job Austin!! Listened from Charleston, SC! Had you on speaker while I was walking the grandbaby &amp;… https://t.co/EPOYLPkJPK"
1.51838E+18,dulaney_melanie,Mon Apr 25 00:14:50 +0000 2022,-100.0768885,31.1688935,@HalburJennifer @misty_wilson_ I am anxious to read that one as well. Have you read Nikki On the Line by… https://t.co/WnRJBhaGqT
1.51838E+18,Taycampbell,Mon Apr 25 00:14:50 +0000 2022,-96.7617535,32.8198585,@jfredfc @KendallRogers @AggieBaseball @RazorbackBSB @CoachSchloss So Arkansas got pretty outplayed in this series… https://t.co/pYBzkto9X6
1.51838E+18,LisaWillNotLose,Mon Apr 25 00:14:50 +0000 2022,-84.433106,33.7671945,I stan @tokischa_  https://t.co/SHHwUgRUJ7
1.51838E+18,KnotchVisualz,Mon Apr 25 00:14:50 +0000 2022,-76.382575,37.059955,2025 pg Lazaviona Hawkins @lazaviona2025 playing up 16u Eybl putting them on the floor 🎥clips coming soon of this t… https://t.co/2iZeMIeEb5
1.51838E+18,ScottDC27,Mon Apr 25 00:14:51 +0000 2022,-86.741158,33.4513005,@slfricky @DCSquadcast @Allenfire Or people who buy it digitally
1.51838E+18,bigtimehoopsDMV,Mon Apr 25 00:14:51 +0000 2022,-77.5762816,38.2943996,15U Boys - Stafford Orange def. Hoopers - Kos/Summers 45-38 #bigtimehoopsdmv #exposurebball
1.51838E+18,tmj_CAN_eng,Mon Apr 25 00:14:51 +0000 2022,-75.6971931,45.4215296,"Innovation is at AMD’s core, and occurs when creative minds and diverse perspectives are drawn from all over the wo… https://t.co/ouQUxirxwT"
1.51838E+18,charrrrr21,Mon Apr 25 00:14:51 +0000 2022,-75.117998,40.0048655,"We ain't gonna talk about it, cut you off and keep pushing…✌🏾"
1.51838E+18,adsausage,Mon Apr 25 00:14:51 +0000 2022,-118.399639,34.0824965,Skip stitch or magic loop... this is the fashion for Him and Her.#vintage #fashion #1970s #knittingtopia #crochet https://t.co/tE1Xjo96oi
1.51838E+18,Jomedial_,Mon Apr 25 00:14:52 +0000 2022,-121.798658,37.33141,@BenPNG_ Frick
1.51838E+18,PRESSURE937,Mon Apr 25 00:14:52 +0000 2022,-84.200366,39.780358,She told me to keep it inside
1.51838E+18,kimberlin82,Mon Apr 25 00:14:52 +0000 2022,-122.6314622,45.49922514,"Rudy in his favorite spot to sleep., The second picture is of Betty White I believe it's from 2018 at least that's… https://t.co/7M0C06NEEn"
